name,1th_menu,name,2th_menu,name,3th_menu,name,4th_menu,ItemID,ValCheckFlag,IsCommon,VehicleType,ItemName,ItemDescription,CurValue,DefaultValue,Unit,ItemType,ItemRange,ItemDescription,Permission,,,Visibility
相机配置,1,SVC相机,3,上视相机,5,,,1727,0,0,0,camera.svc100_led_on_value,svc100灯打开时IO口状态,0,0,,int,"[0,1]",svc100灯打开时IO口状态,30,,,1
相机配置,1,SVC相机,3,上视相机,5,,,1728,0,0,0,camera.svc100_vanish_point,svc100物理中心点,0;0;,0;0;,,str,,svc100物理中心点,30,,,1
相机配置,1,SVC相机,3,上视相机,5,,,1729,0,0,0,camera.svc100_up_usb_device,"上视svc100 USB端口号",/dev/v4l/by-path/platform-tegra-xhci-usb-0:2.2:1.0-video-index0,,,str,,"上视svc100 USB端口号",30,,,1
相机配置,1,SVC相机,3,上视相机,5,,,3316,0,1,0,camera.enable_up_camera,SVC启用上视,False,False,,enum_str,True;False,是否启用SVC200上视,20,,,1
相机配置,1,SVC相机,3,上视相机,5,,,3317,0,0,0,camera.up_serial_number,上视序列号,,,,str,,"上视序列号,如果设置该值,不需要设置摄像头USB端口号",20,,,1
相机配置,1,SVC相机,3,上视相机,5,,,3318,0,0,0,camera.up_usb_device,"上视 USB端口号",/dev/v4l/by-id/usb-Global_Shutter_Camera_Global_Shutter_Camera_01.00.00-video-index0,,,str,,"上视 USB端口号",30,,,1
相机配置,1,SVC相机,3,上视相机,5,,,3319,0,1,0,camera.up_enable_publish_image_when_action,是否在只有执行动作时才开启上视,TRUE,TRUE,,enum_str,True;False,是否在只有执行动作时才开启上视,20,,,1
相机配置,1,SVC相机,3,下视相机,6,,,1719,0,0,0,camera.svc100_down_serial_number,下视SVC100序列号,,,,enum_str,0;1,"下视SVC100序列号,如果设置该值,不需要设置摄像头USB端口号",20,,,1
相机配置,1,SVC相机,3,下视相机,6,,,1730,0,0,0,camera.svc100_down_usb_device,"下视svc100 USB端口号",/dev/v4l/by-path/platform-tegra-xhci-usb-0:2.2.1:1.0-video-index0,,,str,,"下视svc100 USB端口号",30,,,1
相机配置,1,SVC相机,3,下视相机,6,,,1731,0,1,0,camera.enable_svc100_down_camera,启用下视svc100,false,false,,enum_str,True;False,是否启用下视svc100,20,,,1
相机配置,1,SVC相机,3,下视相机,6,,,1732,0,1,0,camera.svc100_down_enable_publish_image_when_action,是否在只有执行动作时才开启下视svc100,true,true,,enum_str,True;False,是否在只有执行动作时才开启下视svc100,20,,,1
相机配置,1,SVC相机,3,下视相机,6,,,3320,0,0,0,camera.enable_down_camera,SVC启用下视,FALSE,FALSE,,enum_str,True;False,是否启用SVC200下视,20,,,1
相机配置,1,SVC相机,3,下视相机,6,,,3321,0,0,0,camera.down_serial_number,下视序列号,,,,str,,"下视序列号,如果设置该值,不需要设置摄像头USB端口号",20,,,1
相机配置,1,SVC相机,3,下视相机,6,,,3322,0,0,0,camera.down_usb_device,"下视 USB端口号",/dev/v4l/by-id/usb-Global_Shutter_Camera_Global_Shutter_Camera_01.00.00-video-index0,,,str,,"下视 USB端口号",30,,,1
相机配置,1,公共配置,1,,,,,940,0,1,0,main.enable_camera_module,开启Camera功能,false,false,,enum_str,True;False,开启Camera功能,20,,,1
相机配置,1,公共配置,1,,,,,1770,0,0,0,camera.forward_camera_install_pose,前视摄像头安装姿态(x;y;z;yaw;pitch;roll),0;0;0;0;0;0,0;0;0;0;0;0,,str,,前视摄像头安装姿态(x;y;z;yaw;pitch;roll),20,,,1
相机配置,1,公共配置,1,,,,,1771,0,0,0,camera.backward_camera_install_pose,后视摄像头安装姿态(x;y;z;yaw;pitch;roll),0;0;0;0;0;0,0;0;0;0;0;0,,str,,后视摄像头安装姿态(x;y;z;yaw;pitch;roll),20,,,1
相机配置,1,公共配置,1,,,,,1772,0,0,0,camera.left_camera_install_pose,左视摄像头安装姿态(x;y;z;yaw;pitch;roll),0;0;0;0;0;0,0;0;0;0;0;0,,str,,左视摄像头安装姿态(x;y;z;yaw;pitch;roll),20,,,1
相机配置,1,公共配置,1,,,,,1773,0,0,0,camera.right_camera_install_pose,右视摄像头安装姿态(x;y;z;yaw;pitch;roll),0;0;0;0;0;0,0;0;0;0;0;0,,str,,右视摄像头安装姿态(x;y;z;yaw;pitch;roll),20,,,1
相机配置,1,公共配置,1,,,,,1774,0,0,0,camera.azure_disort_param,AZURE的畸变参数,-0.3215475172353833;0.12121151035348676;0.000128696843462242;0.0000961559806572617;0.0,-0.3215475172353833;0.12121151035348676;0.000128696843462242;0.0000961559806572617;0.0,,str,,AZURE的畸变参数,30,,,1
相机配置,1,公共配置,1,,,,,1775,0,0,0,camera.azure_inner_param,AZURE的内参,779.4264862416089;0;606.1458860761185;0;779.867627079445;393.5735222160866;0;0;1.0,779.4264862416089;0;606.1458860761185;0;779.867627079445;393.5735222160866;0;0;1.0,,str,,AZURE的内参,30,,,1
相机配置,1,公共配置,1,,,,,1776,0,0,0,camera.azure_enable_publish_image_when_action,是否在只有执行动作时才开启AZURE,TRUE,TRUE,,enum_str,True;False,是否在只有执行动作时才开启AZURE,20,,,1
相机配置,1,公共配置,1,,,,,1777,0,0,0,camera.enable_azure_camera,是否开启AZURE相机,FALSE,FALSE,,enum_str,True;False,是否开启AZURE相机,20,,,1
相机配置,1,公共配置,1,,,,,1778,0,0,0,camera.enable_left_camera,启用左视,FALSE,FALSE,,enum_str,True;False,是否启用左视,20,,,1
相机配置,1,公共配置,1,,,,,1779,0,0,0,camera.left_serial_number,左视序列号,,,,enum_str,0;1,"左视序列号,如果设置该值,不需要设置摄像头USB端口号",20,,,1
相机配置,1,公共配置,1,,,,,1780,0,0,0,camera.left_usb_device,"左视 USB端口号",/dev/v4l/by-id/usb-Global_Shutter_Camera_Global_Shutter_Camera_01.00.00-video-index0,,,str,,"左视 USB端口号",30,,,1
相机配置,1,公共配置,1,,,,,1781,0,0,0,camera.left_enable_publish_image_when_action,是否在只有执行动作时才开启左视,TRUE,TRUE,,enum_str,True;False,是否在只有执行动作时才开启左视,20,,,1
相机配置,1,公共配置,1,,,,,1782,0,0,0,camera.left_fps,左视的处理频率,50,50,Hz,int,"[1,100]",左视的处理频率,30,,,1
相机配置,1,公共配置,1,,,,,1783,0,0,0,camera.left_install_direction,左视的安装朝向,180,180,°,double,"[0,180.0]",左视的安装朝向,20,,,1
相机配置,1,公共配置,1,,,,,1784,0,0,0,camera.left_disort_param,左视的畸变参数,-0.4010632549209867;0.12621767760455868;-0.0014894976628489803;0.0020254403131503966;0.0,-0.4010632549209867;0.12621767760455868;-0.0014894976628489803;0.0020254403131503966;0.0,,str,,左视的畸变参数,30,,,1
相机配置,1,公共配置,1,,,,,1785,0,0,0,camera.left_inner_param,左视的内参,572.2723338643372;0;338.10563170031685;0;572.2636945169115;236.33426351735022;0;0;1.0,572.2723338643372;0;338.10563170031685;0;572.2636945169115;236.33426351735022;0;0;1.0,,str,,左视的内参,30,,,1
相机配置,1,公共配置,1,,,,,1786,0,0,0,camera.enable_right_camera,启用右视,FALSE,FALSE,,enum_str,True;False,是否启用右视,20,,,1
相机配置,1,公共配置,1,,,,,1787,0,0,0,camera.right_serial_number,右视序列号,,,,enum_str,0;1,"右视序列号,如果设置该值,不需要设置摄像头USB端口号",20,,,1
相机配置,1,公共配置,1,,,,,1788,0,0,0,camera.right_usb_device,"右视 USB端口号",/dev/v4l/by-id/usb-Global_Shutter_Camera_Global_Shutter_Camera_01.00.00-video-index0,,,str,,"右视 USB端口号",30,,,1
相机配置,1,公共配置,1,,,,,1789,0,0,0,camera.right_enable_publish_image_when_action,是否在只有执行动作时才开启右视,TRUE,TRUE,,enum_str,True;False,是否在只有执行动作时才开启右视,20,,,1
相机配置,1,公共配置,1,,,,,1790,0,0,0,camera.right_fps,右视的处理频率,50,50,Hz,int,"[1,100]",右视的处理频率,30,,,1
相机配置,1,公共配置,1,,,,,1791,0,0,0,camera.right_install_direction,右视的安装朝向,180,180,°,double,"[0,180.0]",右视的安装朝向,20,,,1
相机配置,1,公共配置,1,,,,,1792,0,0,0,camera.right_disort_param,右视的畸变参数,-0.4010632549209867;0.12621767760455868;-0.0014894976628489803;0.0020254403131503966;0.0,-0.4010632549209867;0.12621767760455868;-0.0014894976628489803;0.0020254403131503966;0.0,,str,,右视的畸变参数,30,,,1
相机配置,1,公共配置,1,,,,,3311,0,0,0,camera.svc_device_type,SVC设备类型,svc100,svc100,,enum_str,svc100;svc200,是否要启用SVC100或SVC200类型的相机,20,,,1
相机配置,1,公共配置,1,,,,,3314,0,0,0,camera.trigger_mode,SVC触发模式,,,,enum_str,自动触发;FPGA触发;软件单次触发,SVC相机触发方式,20,,,1
相机配置,1,公共配置,1,,,,,3315,0,0,0,camera.back_enable_publish_image_when_action,是否在只有执行动作时才开启后视,True,True,,enum_str,True;False,是否在只有执行动作时>才开启后视,20,,,1
相机配置,1,公共配置,1,,,,,1793,0,0,0,camera.right_inner_param,右视的内参,572.2723338643372;0;338.10563170031685;0;572.2636945169115;236.33426351735022;0;0;1.0,572.2723338643372;0;338.10563170031685;0;572.2636945169115;236.33426351735022;0;0;1.0,,str,,右视的内参,30,,,1
外设配置,5,EAC参数,22,,,,,903,0,1,0,main.enable_action_controller,启用动作控制器,false,false,,enum_str,True;False,是否启用动作控制器功能（需要外接动作控制器）,40,,,1
外设配置,5,EAC参数,22,,,,,1920,0,1,0,device.enable_eac,启用扩展动作控制器eac,FALSE,FALSE,,enum_str,True;False,启用扩展动作控制器eac,20,,,1
外设配置,5,EAC参数,22,,,,,1921,0,0,0,device.eac_can_id,eac的CAN设备ID(十六进制),390,390,,hex,,eac的CAN设备ID,30,,,1
外设配置,5,EAC参数,22,,,,,1922,0,0,0,device.eac_comm_type,eac通信设备类型,Canbus,Canbus,,enum_str,Canbus;RS232;RS485,eac通信设备类型,20,,,1
外设配置,5,EAC参数,22,,,,,1923,0,0,0,device.eac_serial_device,eac串口通信设备名称,/dev/ttyUSB0,/dev/ttyUSB0,,str,,eac串口通信设备名称,20,,,1
外设配置,5,EAC参数,22,,,,,1924,0,0,0,device.eac_serial_baud_rate,eac串口通信波特率,115200,115200,,int,,eac串口通信波特率,20,,,1
外设配置,5,EAC参数,22,,,,,1940,0,0,0,device.eac_ip,扩展动作控制器的IP地址,NA,NA,,str,,扩展动作控制器IP地址,20,,,1
外设配置,5,EAC参数,22,,,,,1941,0,0,0,device.eac_port,扩展动作控制器的端口号,502,502,,int,"[0, 65535]",扩展动作控制器的端口号,20,,,1
外设配置,5,EAC参数,22,,,,,1942,0,0,0,device.eac_basis_input_register_addr,eac基础功能的输入寄存器的起始地址,30300,30300,,int,"[0,50000]",eac基础功能的输入寄存器的起始地址,20,,,1
外设配置,5,EAC参数,22,,,,,1943,0,0,0,device.eac_basis_hold_register_addr,eac基础功能的保持寄存器的起始地址,40300,40300,,int,"[0,50000]",eac基础功能的保持寄存器的起始地址,20,,,1
外设配置,5,EAC参数,22,,,,,1944,0,0,0,device.eac_communication_type,eac通信类型,modbus_tcp,modbus_tcp,,enum_str,modbus_tcp;modbus_rtu,eac通信类型,20,,,1
外设配置,5,EAC参数,22,,,,,1945,0,0,0,device.eac_slave_id,扩展动作控制器的modbus通信地址,1,1,,int,"[0, 256]",扩展动作控制器的modbus通信地址,20,,,1
外设配置,5,EAC参数,22,,,,,1946,0,0,0,device.eac_replace_input_registers_with_hold,扩展动作控制器保持寄存器替换输入寄存器,FALSE,FALSE,,enum_str,True;False,一些PCL无法操作输入寄存器，所有需要用保持寄存器来替代,20,,,1
外设配置,5,EAC参数,22,,,,,1947,0,0,0,device.eac_disable_heat_beat,不监听Heartbeat寄存器的心跳，能正常读写EAC的寄存器且SystemState不为0就认为心跳正常,FALSE,FALSE,,enum_str,True;False,针对一些客户无法实时更新心跳，可以将此参数设置为True，来屏蔽心跳,20,,,1
外设配置,5,EAC参数,22,,,,,1948,0,0,0,device.eac_basis_input_registers_num,eac基础功能的输入寄存器的个数,50,50,,int,"[0, 50]",eac基础功能的输入寄存器的个数，eacp协议至少27,20,,,1
外设配置,5,EAC参数,22,,,,,1949,0,0,0,device.eac_basis_hold_registers_num,eac基础功能的保持寄存器的个数,50,50,,int,"[0, 50]",eac基础功能的保持寄存器的个数，eacp协议至少24,20,,,1
外设配置,5,EAC参数,22,,,,,1974,0,0,0,device.eac_comm_protocol,扩展动作控制器通信协议,EACP,EACP,,enum_str,EACP;SEACP,扩展动作控制器通信协议,20,,,1
外设配置,5,EAC参数,22,,,,,1975,0,0,0,device.eac_heat_beat_timeout,eac寄存器的心跳超时时间,5000,5000,ms,int,"[0, 10000]",eac寄存器的心跳超时时间,20,,,1
外设配置,5,EAC参数,22,,,,,1976,0,0,0,device.eac_register_state_keep_time,eac寄存器状态保持时间,1000,1000,ms,int,"[1000, 10000]",eac寄存器状态保持一段时间再重设置为0x00,20,,,1
外设配置,5,EAC参数,22,,,,,1977,0,0,0,device.seacp_enable_extend,启用seacp扩展功能,FALSE,FALSE,,enum_str,True;False,启用seacp扩展功能,20,,,1
外设配置,5,EAC参数,22,,,,,1978,0,0,0,device.seacp_extend_input_register_addr,seacp扩展功能的输入寄存器的起始地址,30350,30350,,int,"[0,50000]",seacp扩展功能的输入寄存器的起始地址,20,,,1
外设配置,5,EAC参数,22,,,,,1979,0,0,0,device.seacp_extend_hold_register_addr,seacp扩展功能的保持寄存器的起始地址,40350,40350,,int,"[0,50000]",seacp扩展功能的保持寄存器的起始地址,20,,,1
外设配置,5,EAC参数,22,,,,,1980,0,0,0,device.seacp_extend_input_registers_num,seacp扩展功能的输入寄存器的个数,8,8,,int,"[0, 50]",seacp扩展功能的输入寄存器的个数,20,,,1
外设配置,5,EAC参数,22,,,,,1981,0,0,0,device.seacp_extend_hold_registers_num,seacp扩展功能的保持寄存器的个数,5,5,,int,"[0, 50]",seacp扩展功能的保持寄存器的个数,20,,,1
外设配置,5,EAC参数,22,,,,,1982,0,0,0,device.seacp_enable_customize,启用seacp客户定制化,FALSE,FALSE,,enum_str,True;False,启用seacp客户定制化,20,,,1
外设配置,5,IMU,15,,,,,3101,0,0,0,imu.imu_type,imu类型,0,0,,enum,NONE(0x00);RECORD(0x01);ATOM(0x02);LINS(0x03);ASENSING(0x04);ASENSING_OLD(0x05);ASENSING_YAW_INCR(0x06),imu驱动类型,20,,,1
外设配置,5,IMU,15,,,,,3102,0,0,0,imu.imu_dev,imu的USB接口文件,/dev/ttyUSB0,/dev/ttyUSB0,,str,,,20,,,1
外设配置,5,IMU,15,,,,,3103,0,0,0,imu.data_recorder,是否录制数据,false,false,,bool,"true  false",是否录制imu数据,20,,,1
外设配置,5,IMU,15,,,,,3104,0,0,0,imu.bag_directory,录制数据的存储目录,/sros/message_bag,/sros/message_bag,,str,,录制数据的存储目录,20,,,1
外设配置,5,IMU,15,,,,,3110,0,0,0,imu.ext_roll,imu相对base_link的roll值,180,180,°,double,"[0,360]",imu相对base_link的roll值,20,,,1
外设配置,5,IMU,15,,,,,3111,0,0,0,imu.ext_pitch,imu相对base_link的pitch值,0,0,°,double,"[0,360]",imu进行roll旋转之后的pitch值,20,,,1
外设配置,5,IMU,15,,,,,3112,0,0,0,imu.ext_yaw,imu相对base_link的yaw值,0,0,°,double,"[0,360]",imu进行roll和pitch旋转之后的yaw值,20,,,1
外设配置,5,IMU,15,,,,,3113,0,0,0,imu.ext_trans_x,imu相对base_link的x方向偏移,0,0,m,double,"[-10,10]",imu相对base_link的x方向偏移,20,,,1
外设配置,5,IMU,15,,,,,3114,0,0,0,imu.ext_trans_y,imu相对base_link的y方向偏移,0,0,m,double,"[-10,10]",imu相对base_link的y方向偏移,20,,,1
外设配置,5,IMU,15,,,,,3115,0,0,0,imu.ext_trans_z,imu相对base_link的z方向偏移,0,0,m,double,"[-10,10]",imu相对base_link的z方向偏移,20,,,1
外设配置,5,IO模块,20,,,,,423,0,0,0,nav.io_low_area_io_bits,IO控制减速bit地址,0,0,,int,"[0, 64]","控制车辆减速的IO bit地址",30,,,1
外设配置,5,IO模块,20,,,,,424,0,0,0,nav.io_low_area_active_value,IO控制减速有效值,0,0,,enum,LOW(0x00);HIGH(0x01),控制车辆减速的IO触发有效值（高电平/低电平）,30,,,1
外设配置,5,IO模块,20,,,,,425,0,0,0,nav.io_low_area_speed_level,IO控制减速级别,10,10,,int,"[0, 100]",控制车辆减速IO触发后，生效的速度级别,30,,,1
外设配置,5,IO模块,20,,,,,427,0,0,0,nav.io_pause_area_io_bits,IO控制暂停bit地址,0,0,,int,"[0, 64]","控制车辆暂停的IO bit地址",30,,,1
外设配置,5,IO模块,20,,,,,428,0,0,0,nav.io_pause_area_active_value,IO控制暂停有效值,0,0,,enum,LOW(0x00);HIGH(0x01),控制车辆暂停的IO触发有效值（高电平/低电平）,30,,,1
外设配置,5,IO模块,20,,,,,935,0,0,0,main.io_cancel_emergency_bits,IO恢复急停bit地址,0,0,,int,"[0, 64]","恢复急停的IO bit地址",20,,,1
外设配置,5,IO模块,20,,,,,936,0,0,0,main.io_cancel_emergency_active_value,IO恢复急停有效值,1,0,,enum,LOW(0x00);HIGH(0x01),恢复急停的IO触发有效值（高电平/低电平）,20,,,1
外设配置,5,IO模块,20,,,,,2010,0,0,0,io.enable_pause,启用IO控制暂停/继续按钮,false,false,,enum_str,True;False,是否启用IO控制暂停/继续按钮,20,,,1
外设配置,5,IO模块,20,,,,,2011,0,0,0,io.pause_input_bits,IO控制暂停/继续bit地址,0,0,,int,"[0, 64]","控制车辆暂停的IO bit地址",20,,,1
外设配置,5,IO模块,20,,,,,2012,0,0,0,io.pause_input_active_value,IO控制暂停/继续有效值,1,0,,enum,LOW(0x00);HIGH(0x01),控制车辆暂停/继续的IO触发有效值（高电平/低电平）,20,,,1
外设配置,5,IO模块,20,,,,,2013,0,0,0,io.enable_pause_response,启用IO控制暂停/继续按钮反馈输出,false,false,,enum_str,True;False,是否启用IO控制暂停/继续按钮反馈输出,20,,,1
外设配置,5,IO模块,20,,,,,2014,0,0,0,io.pause_response_bits,IO控制暂停/继续反馈输出bit地址,0,0,,int,"[0, 64]",IO控制暂停/继续反馈输出bit地址,20,,,1
外设配置,5,IO模块,20,,,,,2015,0,0,0,io.pause_response_active_value,IO控制暂停/继续反馈输出有效值,1,0,,enum,LOW(0x00);HIGH(0x01),IO控制暂停/继续反馈输出有效值（高电平/低电平）,20,,,1
外设配置,5,IO模块,20,,,,,2020,0,0,0,io.enable_input_response,启用动作IO输入反馈,false,false,,enum_str,True;False,是否启用IO动作任务输入反馈,20,,,1
外设配置,5,IO模块,20,,,,,2021,0,0,0,io.input_response_type,动作IO输入反馈类型,FIXED,FIXED,,enum_str,FIXED;FOLLOW_INPUT,动作IO输入反馈类型，FIXED表示根据设置的bit进行输出，FOLLOW_INPUT表示根据输入位对应的输出bit进行输出,20,,,1
外设配置,5,IO模块,20,,,,,2022,0,0,0,io.input_response_fixed_bits,动作IO输入反馈输出bit地址,0,0,,int,"[0, 64]",动作IO输入反馈输出bit地址,20,,,1
外设配置,5,IO模块,20,,,,,2023,0,0,0,io.input_response_value,动作IO输入反馈输出有效值,1,0,,enum,LOW(0x00);HIGH(0x01),动作IO输入反馈输出有效值（高电平/低电平）,20,,,1
外设配置,5,IO模块,20,,,,,2024,0,0,0,io.input_response_timeout,动作IO输入反馈输出保持时间,"1,000","1,000",ms,int,"[0, 10000]",动作IO输入反馈输出有效值保持时间,20,,,1
外设配置,5,IO模块,20,,,,,2025,0,0,0,io.enable_action_130_response,启用动作130反馈,false,false,,enum_str,True;False,是否启用动作130反馈,20,,,1
外设配置,5,IO模块,20,,,,,2026,0,0,0,io.action_130_response_type,动作130反馈类型,FIXED,FIXED,,enum_str,FIXED;FOLLOW_INPUT,动作130反馈类型，FIXED表示根据设置的bit进行输出，FOLLOW_INPUT表示根据输入位对应的输出bit进行输出,20,,,1
外设配置,5,IO模块,20,,,,,2027,0,0,0,io.action_130_response_fixed_bits,动作130反馈输出bit地址,0,0,,int,"[0, 64]",动作130反馈输出bit地址,20,,,1
外设配置,5,IO模块,20,,,,,2028,0,0,0,io.action_130_response_value,动作130反馈输出有效值,1,0,,enum,LOW(0x00);HIGH(0x01),动作130反馈输出有效值（高电平/低电平）,20,,,1
外设配置,5,IO模块,20,,,,,2030,0,0,0,io.enable_screen_turned_up_check,启用通过IO信号检测触摸屏翻转状态,false,false,,enum_str,True;False,启用通过IO信号检测触摸屏翻转状态,20,,,1
外设配置,5,LC100,18,,,,,1410,0,0,0,hmi.is_hmi_lc100_for_sros,lc100是否由sros控制,false,false,,enum_str,True;False,lc100是否由sros控制,20,,,1
外设配置,5,LC100,18,,,,,1423,0,0,0,hmi.lightcontrl_can_id,"设置LC100/LC200的CAN ID",770,770,,enum,LC100_ID(0x302);LC200_ID(0x30a),"设置Light Control单元的CAN ID",20,,,1
外设配置,5,RFID,21,,,,,1910,0,1,0,device.enable_rfid,启用rfid传感器,False,False,,enum_str,True;False,是否启用rfid传感器,20,,,1
外设配置,5,RFID,21,,,,,1911,0,0,0,device.rfid_serial_device,RFID通信设备名称,/dev/ttyUSB0,/dev/ttyUSB0,,str,,RFID通信设备名称,20,,,1
外设配置,5,RFID,21,,,,,1912,0,0,0,device.rfid_serial_baud_rate,RFID通信波特率,57600,57600,,int,,57600广州网源;38400倍加福,20,,,1
外设配置,5,RFID,21,,,,,1913,0,0,0,device.rfid_mfrs_name,RFID供应商名称,WYuan,WYuan,,enum_str,WYuan;PEPPERL_FUCHS,WYuan广州网源，PEPPERL_FUCHS倍加福,20,,,1
外设配置,5,RFID,21,,,,,1914,0,0,0,device.rfid_ppf_power,RFID倍加福功率设置,500,500,mw,int,"[0,800]",RFID倍加福功率设置,20,,,1
外设配置,5,RFID,21,,,,,1915,0,0,0,device.rfid_reqepc_timeout,RFID倍加福请求应答超时设置,2000,2000,ms,int,,ES模式默认设置2000，SS模式默认设置2000,20,,,1
外设配置,5,RFID,21,,,,,1916,0,0,0,device.rfid_reqepc_mode,RFID倍加福请求epc模式设置,ES_MODE,ES_MODE,,enum_str,SS_MODE;ES_MODE,SS_MODE同步读，ES_MODE异步读,20,,,1
